plate_well,primer_combi
GF_plate2_COL_11&12_N6,m706m181
GF_plate2_COL_11&12_O6,m706m192
GF_plate2_COL_11&12_P6,m706m193
GF_plate2_COL_11&12_A7,m707m108
GF_plate2_COL_11&12_B7,m707m109
GF_plate2_COL_11&12_C7,m707m120
GF_plate2_COL_11&12_D7,m707m121
GF_plate2_COL_11&12_E7,m707m132
GF_plate2_COL_11&12_F7,m707m133
GF_plate2_COL_11&12_G7,m707m144
GF_plate2_COL_11&12_H7,m707m145
GF_plate2_COL_11&12_I7,m707m156
GF_plate2_COL_11&12_J7,m707m157
GF_plate2_COL_11&12_K7,m707m168
GF_plate2_COL_11&12_L7,m707m169
GF_plate2_COL_11&12_M7,m707m180
GF_plate2_COL_11&12_N7,m707m181
GF_plate2_COL_11&12_O7,m707m192
GF_plate2_COL_11&12_P7,m707m193
GF_plate2_COL_11&12_A8,m710m108
GF_plate2_COL_11&12_B8,m710m109
GF_plate2_COL_11&12_C8,m710m120
GF_plate2_COL_11&12_D8,m710m121
GF_plate2_COL_11&12_E8,m710m132
GF_plate2_COL_11&12_F8,m710m133
GF_plate2_COL_11&12_G8,m710m144
GF_plate2_COL_11&12_H8,m710m145
GF_plate2_COL_11&12_I8,m710m156
GF_plate2_COL_11&12_J8,m710m157
GF_plate2_COL_11&12_K8,m710m168
GF_plate2_COL_11&12_L8,m710m169
GF_plate2_COL_11&12_M8,m710m180
GF_plate2_COL_11&12_N8,m710m181
GF_plate2_COL_11&12_O8,m710m192
GF_plate2_COL_11&12_P8,m710m193
GF_plate2_COL_11&12_A9,m711m108
GF_plate2_COL_11&12_B9,m711m109
GF_plate2_COL_11&12_C9,m711m120
GF_plate2_COL_11&12_D9,m711m121
GF_plate2_COL_11&12_E9,m711m132
GF_plate2_COL_11&12_F9,m711m133
GF_plate2_COL_11&12_G9,m711m144
GF_plate2_COL_11&12_H9,m711m145
GF_plate2_COL_11&12_I9,m711m156
GF_plate2_COL_11&12_J9,m711m157
GF_plate2_COL_11&12_K9,m711m168
GF_plate2_COL_11&12_L9,m711m169
GF_plate2_COL_11&12_M9,m711m180
GF_plate2_COL_11&12_N9,m711m181
GF_plate2_COL_11&12_O9,m711m192
GF_plate2_COL_11&12_P9,m711m193
GF_plate2_COL_11&12_A10,m712m108
GF_plate2_COL_11&12_B10,m712m109
GF_plate2_COL_11&12_C10,m712m120
GF_plate2_COL_11&12_D10,m712m121
GF_plate2_COL_11&12_E10,m712m132
GF_plate2_COL_11&12_F10,m712m133
GF_plate2_COL_11&12_G10,m712m144
GF_plate2_COL_11&12_H10,m712m145
GF_plate2_COL_11&12_I10,m712m156
GF_plate2_COL_11&12_J10,m712m157
GF_plate2_COL_11&12_K10,m712m168
GF_plate2_COL_11&12_L10,m712m169
GF_plate2_COL_11&12_M10,m712m180
GF_plate2_COL_11&12_N10,m712m181
GF_plate2_COL_11&12_O10,m712m192
GF_plate2_COL_11&12_P10,m712m193
GF_plate2_COL_11&12_A11,m714m108
GF_plate2_COL_11&12_B11,m714m109
GF_plate2_COL_11&12_C11,m714m120
GF_plate2_COL_11&12_D11,m714m121
GF_plate2_COL_11&12_E11,m714m132
GF_plate2_COL_11&12_F11,m714m133
GF_plate2_COL_11&12_G11,m714m144
GF_plate2_COL_11&12_H11,m714m145
GF_plate2_COL_11&12_I11,m714m156
GF_plate2_COL_11&12_J11,m714m157
GF_plate2_COL_11&12_K11,m714m168
GF_plate2_COL_11&12_L11,m714m169
GF_plate2_COL_11&12_M11,m714m180
GF_plate2_COL_11&12_N11,m714m181
GF_plate2_COL_11&12_O11,m714m192
GF_plate2_COL_11&12_P11,m714m193
GF_plate2_COL_11&12_A12,m715m108
GF_plate2_COL_11&12_B12,m715m109
GF_plate2_COL_11&12_C12,m715m120
GF_plate2_COL_11&12_D12,m715m121
GF_plate2_COL_11&12_E12,m715m132
GF_plate2_COL_11&12_F12,m715m133
GF_plate2_COL_11&12_G12,m715m144
GF_plate2_COL_11&12_H12,m715m145
GF_plate2_COL_11&12_I12,m715m156
GF_plate2_COL_11&12_J12,m715m157
GF_plate2_COL_11&12_K12,m715m168
GF_plate2_COL_11&12_L12,m715m169
GF_plate2_COL_11&12_M12,m715m180
GF_plate2_COL_11&12_N12,m715m181
GF_plate2_COL_11&12_O12,m715m192
GF_plate2_COL_11&12_P12,m715m193
GF_plate2_COL_11&12_A13,m716m108
GF_plate2_COL_11&12_B13,m716m109
GF_plate2_COL_11&12_C13,m716m120
GF_plate2_COL_11&12_D13,m716m121
GF_plate2_COL_11&12_E13,m716m132
GF_plate2_COL_11&12_F13,m716m133
GF_plate2_COL_11&12_G13,m716m144
GF_plate2_COL_11&12_H13,m716m145
GF_plate2_COL_11&12_I13,m716m156
GF_plate2_COL_11&12_J13,m716m157
GF_plate2_COL_11&12_K13,m716m168
GF_plate2_COL_11&12_L13,m716m169
GF_plate2_COL_11&12_M13,m716m180
GF_plate2_COL_11&12_N13,m716m181
GF_plate2_COL_11&12_O13,m716m192
GF_plate2_COL_11&12_P13,m716m193
GF_plate2_COL_11&12_A14,m718m108
GF_plate2_COL_11&12_B14,m718m109
GF_plate2_COL_11&12_C14,m718m120
GF_plate2_COL_11&12_D14,m718m121
GF_plate2_COL_11&12_E14,m718m132
GF_plate2_COL_11&12_F14,m718m133
GF_plate2_COL_11&12_G14,m718m144
GF_plate2_COL_11&12_H14,m718m145
GF_plate2_COL_11&12_I14,m718m156
GF_plate2_COL_11&12_J14,m718m157
GF_plate2_COL_11&12_K14,m718m168
GF_plate2_COL_11&12_L14,m718m169
GF_plate2_COL_11&12_M14,m718m180
GF_plate2_COL_11&12_N14,m718m181
GF_plate2_COL_11&12_O14,m718m192
GF_plate2_COL_11&12_P14,m718m193
GF_plate2_COL_11&12_A15,m719m108
GF_plate2_COL_11&12_B15,m719m109
GF_plate2_COL_11&12_C15,m719m120
GF_plate2_COL_11&12_D15,m719m121
GF_plate2_COL_11&12_E15,m719m132
GF_plate2_COL_11&12_F15,m719m133
GF_plate2_COL_11&12_G15,m719m144
GF_plate2_COL_11&12_H15,m719m145
GF_plate2_COL_11&12_I15,m719m156
GF_plate2_COL_11&12_J15,m719m157
GF_plate2_COL_11&12_K15,m719m168
GF_plate2_COL_11&12_L15,m719m169
GF_plate2_COL_11&12_M15,m719m180
GF_plate2_COL_11&12_N15,m719m181
GF_plate2_COL_11&12_O15,m719m192
GF_plate2_COL_11&12_P15,m719m193
GF_plate2_COL_11&12_A16,m720m108
GF_plate2_COL_11&12_B16,m720m109
GF_plate2_COL_11&12_C16,m720m120
GF_plate2_COL_11&12_D16,m720m121
GF_plate2_COL_11&12_E16,m720m132
GF_plate2_COL_11&12_F16,m720m133
GF_plate2_COL_11&12_G16,m720m144
GF_plate2_COL_11&12_H16,m720m145
GF_plate2_COL_11&12_I16,m720m156
GF_plate2_COL_11&12_J16,m720m157
GF_plate2_COL_11&12_K16,m720m168
GF_plate2_COL_11&12_L16,m720m169
GF_plate2_COL_11&12_M16,m720m180
GF_plate2_COL_11&12_N16,m720m181
GF_plate2_COL_11&12_O16,m720m192
GF_plate2_COL_11&12_P16,m720m193
GF_plate2_COL_11&12_A17,m721m108
GF_plate2_COL_11&12_B17,m721m109
GF_plate2_COL_11&12_C17,m721m120
GF_plate2_COL_11&12_D17,m721m121
GF_plate2_COL_11&12_E17,m721m132
GF_plate2_COL_11&12_F17,m721m133
GF_plate2_COL_11&12_G17,m721m144
GF_plate2_COL_11&12_H17,m721m145
GF_plate2_COL_11&12_I17,m721m156
GF_plate2_COL_11&12_J17,m721m157
GF_plate2_COL_11&12_K17,m721m168
GF_plate2_COL_11&12_L17,m721m169
GF_plate2_COL_11&12_M17,m721m180
GF_plate2_COL_11&12_N17,m721m181
GF_plate2_COL_11&12_O17,m721m192
GF_plate2_COL_11&12_P17,m721m193
GF_plate2_COL_11&12_A18,m722m108
GF_plate2_COL_11&12_B18,m722m109
GF_plate2_COL_11&12_C18,m722m120
GF_plate2_COL_11&12_D18,m722m121
GF_plate2_COL_11&12_E18,m722m132
GF_plate2_COL_11&12_F18,m722m133
GF_plate2_COL_11&12_G18,m722m144
GF_plate2_COL_11&12_H18,m722m145
GF_plate2_COL_11&12_I18,m722m156
GF_plate2_COL_11&12_J18,m722m157
GF_plate2_COL_11&12_K18,m722m168
GF_plate2_COL_11&12_L18,m722m169
GF_plate2_COL_11&12_M18,m722m180
GF_plate2_COL_11&12_N18,m722m181
GF_plate2_COL_11&12_O18,m722m192
GF_plate2_COL_11&12_P18,m722m193
GF_plate2_COL_11&12_A19,m723m108
GF_plate2_COL_11&12_B19,m723m109
GF_plate2_COL_11&12_C19,m723m120
GF_plate2_COL_11&12_D19,m723m121
GF_plate2_COL_11&12_E19,m723m132
GF_plate2_COL_11&12_F19,m723m133
GF_plate2_COL_11&12_G19,m723m144
GF_plate2_COL_11&12_H19,m723m145
GF_plate2_COL_11&12_I19,m723m156
GF_plate2_COL_11&12_J19,m723m157
GF_plate2_COL_11&12_K19,m723m168
GF_plate2_COL_11&12_L19,m723m169
GF_plate2_COL_11&12_M19,m723m180
GF_plate2_COL_11&12_N19,m723m181
GF_plate2_COL_11&12_O19,m723m192
GF_plate2_COL_11&12_P19,m723m193
GF_plate2_COL_11&12_A20,m724m108
GF_plate2_COL_11&12_B20,m724m109
GF_plate2_COL_11&12_C20,m724m120
GF_plate2_COL_11&12_D20,m724m121
GF_plate2_COL_11&12_E20,m724m132
GF_plate2_COL_11&12_F20,m724m133
GF_plate2_COL_11&12_G20,m724m144
GF_plate2_COL_11&12_H20,m724m145
GF_plate2_COL_11&12_I20,m724m156
GF_plate2_COL_11&12_J20,m724m157
GF_plate2_COL_11&12_K20,m724m168
GF_plate2_COL_11&12_L20,m724m169
GF_plate2_COL_11&12_M20,m724m180
GF_plate2_COL_11&12_N20,m724m181
GF_plate2_COL_11&12_O20,m724m192
GF_plate2_COL_11&12_P20,m724m193
GF_plate2_COL_11&12_A21,m726m108
GF_plate2_COL_11&12_B21,m726m109
GF_plate2_COL_11&12_C21,m726m120
GF_plate2_COL_11&12_D21,m726m121
GF_plate2_COL_11&12_E21,m726m132
GF_plate2_COL_11&12_F21,m726m133
GF_plate2_COL_11&12_G21,m726m144
GF_plate2_COL_11&12_H21,m726m145
GF_plate2_COL_11&12_I21,m726m156
GF_plate2_COL_11&12_J21,m726m157
GF_plate2_COL_11&12_K21,m726m168
GF_plate2_COL_11&12_L21,m726m169
GF_plate2_COL_11&12_M21,m726m180
GF_plate2_COL_11&12_N21,m726m181
GF_plate2_COL_11&12_O21,m726m192
GF_plate2_COL_11&12_P21,m726m193
GF_plate2_COL_11&12_A22,m727m108
GF_plate2_COL_11&12_B22,m727m109
GF_plate2_COL_11&12_C22,m727m120
GF_plate2_COL_11&12_D22,m727m121
GF_plate2_COL_11&12_E22,m727m132
GF_plate2_COL_11&12_F22,m727m133
GF_plate2_COL_11&12_G22,m727m144
GF_plate2_COL_11&12_H22,m727m145
GF_plate2_COL_11&12_I22,m727m156
GF_plate2_COL_11&12_J22,m727m157
GF_plate2_COL_11&12_K22,m727m168
GF_plate2_COL_11&12_L22,m727m169
GF_plate2_COL_11&12_M22,m727m180
GF_plate2_COL_11&12_N22,m727m181
GF_plate2_COL_11&12_O22,m727m192
GF_plate2_COL_11&12_P22,m727m193
GF_plate2_COL_11&12_A23,m728m108
GF_plate2_COL_11&12_B23,m728m109
GF_plate2_COL_11&12_C23,m728m120
GF_plate2_COL_11&12_D23,m728m121
GF_plate2_COL_11&12_E23,m728m132
GF_plate2_COL_11&12_F23,m728m133
GF_plate2_COL_11&12_G23,m728m144
GF_plate2_COL_11&12_H23,m728m145
GF_plate2_COL_11&12_I23,m728m156
GF_plate2_COL_11&12_J23,m728m157
GF_plate2_COL_11&12_K23,m728m168
GF_plate2_COL_11&12_L23,m728m169
GF_plate2_COL_11&12_M23,m728m180
GF_plate2_COL_11&12_N23,m728m181
GF_plate2_COL_11&12_O23,m728m192
GF_plate2_COL_11&12_P23,m728m193
GF_plate2_COL_11&12_A24,m729m108
GF_plate2_COL_11&12_B24,m729m109
GF_plate2_COL_11&12_C24,m729m120
GF_plate2_COL_11&12_D24,m729m121
GF_plate2_COL_11&12_E24,m729m132
GF_plate2_COL_11&12_F24,m729m133
GF_plate2_COL_11&12_G24,m729m144
GF_plate2_COL_11&12_H24,m729m145
GF_plate2_COL_11&12_I24,m729m156
GF_plate2_COL_11&12_J24,m729m157
GF_plate2_COL_11&12_K24,m729m168
GF_plate2_COL_11&12_L24,m729m169
GF_plate2_COL_11&12_M24,m729m180
GF_plate2_COL_11&12_N24,m729m181
GF_plate2_COL_11&12_O24,m729m192
GF_plate2_COL_11&12_P24,m729m193
GF_plate3_COL_1&2_A1,m701m194
GF_plate3_COL_1&2_B1,m701m195
GF_plate3_COL_1&2_C1,m701m206
GF_plate3_COL_1&2_D1,m701m207
GF_plate3_COL_1&2_E1,m701m218
GF_plate3_COL_1&2_F1,m701m219
GF_plate3_COL_1&2_G1,m701m230
GF_plate3_COL_1&2_H1,m701m231
GF_plate3_COL_1&2_I1,m701m242
GF_plate3_COL_1&2_J1,m701m243
GF_plate3_COL_1&2_K1,m701m254
GF_plate3_COL_1&2_L1,m701m255
GF_plate3_COL_1&2_M1,m701m266
GF_plate3_COL_1&2_N1,m701m267
GF_plate3_COL_1&2_O1,m701m278
GF_plate3_COL_1&2_P1,m701m279
GF_plate3_COL_1&2_A2,m702m194
GF_plate3_COL_1&2_B2,m702m195
GF_plate3_COL_1&2_C2,m702m206
GF_plate3_COL_1&2_D2,m702m207
GF_plate3_COL_1&2_E2,m702m218
GF_plate3_COL_1&2_F2,m702m219
GF_plate3_COL_1&2_G2,m702m230
GF_plate3_COL_1&2_H2,m702m231
GF_plate3_COL_1&2_I2,m702m242
GF_plate3_COL_1&2_J2,m702m243
GF_plate3_COL_1&2_K2,m702m254
GF_plate3_COL_1&2_L2,m702m255
GF_plate3_COL_1&2_M2,m702m266
GF_plate3_COL_1&2_N2,m702m267
GF_plate3_COL_1&2_O2,m702m278
GF_plate3_COL_1&2_P2,m702m279
GF_plate3_COL_1&2_A3,m703m194
GF_plate3_COL_1&2_B3,m703m195
GF_plate3_COL_1&2_C3,m703m206
GF_plate3_COL_1&2_D3,m703m207
GF_plate3_COL_1&2_E3,m703m218
GF_plate3_COL_1&2_F3,m703m219
GF_plate3_COL_1&2_G3,m703m230
GF_plate3_COL_1&2_H3,m703m231
GF_plate3_COL_1&2_I3,m703m242
GF_plate3_COL_1&2_J3,m703m243
GF_plate3_COL_1&2_K3,m703m254
GF_plate3_COL_1&2_L3,m703m255
GF_plate3_COL_1&2_M3,m703m266
GF_plate3_COL_1&2_N3,m703m267
GF_plate3_COL_1&2_O3,m703m278
GF_plate3_COL_1&2_P3,m703m279
GF_plate3_COL_1&2_A4,m704m194
GF_plate3_COL_1&2_B4,m704m195
GF_plate3_COL_1&2_C4,m704m206
GF_plate3_COL_1&2_D4,m704m207
GF_plate3_COL_1&2_E4,m704m218
GF_plate3_COL_1&2_F4,m704m219
GF_plate3_COL_1&2_G4,m704m230
GF_plate3_COL_1&2_H4,m704m231
GF_plate3_COL_1&2_I4,m704m242
GF_plate3_COL_1&2_J4,m704m243
GF_plate3_COL_1&2_K4,m704m254
GF_plate3_COL_1&2_L4,m704m255
GF_plate3_COL_1&2_M4,m704m266
GF_plate3_COL_1&2_N4,m704m267
GF_plate3_COL_1&2_O4,m704m278
GF_plate3_COL_1&2_P4,m704m279
GF_plate3_COL_1&2_A5,m705m194
GF_plate3_COL_1&2_B5,m705m195
GF_plate3_COL_1&2_C5,m705m206
GF_plate3_COL_1&2_D5,m705m207
GF_plate3_COL_1&2_E5,m705m218
GF_plate3_COL_1&2_F5,m705m219
GF_plate3_COL_1&2_G5,m705m230
GF_plate3_COL_1&2_H5,m705m231
GF_plate3_COL_1&2_I5,m705m242
GF_plate3_COL_1&2_J5,m705m243
GF_plate3_COL_1&2_K5,m705m254
GF_plate3_COL_1&2_L5,m705m255
GF_plate3_COL_1&2_M5,m705m266
GF_plate3_COL_1&2_N5,m705m267
GF_plate3_COL_1&2_O5,m705m278
GF_plate3_COL_1&2_P5,m705m279
GF_plate3_COL_1&2_A6,m706m194
GF_plate3_COL_1&2_B6,m706m195
GF_plate3_COL_1&2_C6,m706m206
GF_plate3_COL_1&2_D6,m706m207
GF_plate3_COL_1&2_E6,m706m218
GF_plate3_COL_1&2_F6,m706m219
GF_plate3_COL_1&2_G6,m706m230
GF_plate3_COL_1&2_H6,m706m231
GF_plate3_COL_1&2_I6,m706m242
GF_plate3_COL_1&2_J6,m706m243
GF_plate3_COL_1&2_K6,m706m254
GF_plate3_COL_1&2_L6,m706m255
GF_plate3_COL_1&2_M6,m706m266
GF_plate3_COL_1&2_N6,m706m267
GF_plate3_COL_1&2_O6,m706m278
GF_plate3_COL_1&2_P6,m706m279
GF_plate3_COL_1&2_A7,m707m194
GF_plate3_COL_1&2_B7,m707m195
GF_plate3_COL_1&2_C7,m707m206
GF_plate3_COL_1&2_D7,m707m207
GF_plate3_COL_1&2_E7,m707m218
GF_plate3_COL_1&2_F7,m707m219
GF_plate3_COL_1&2_G7,m707m230
GF_plate3_COL_1&2_H7,m707m231
GF_plate3_COL_1&2_I7,m707m242
GF_plate3_COL_1&2_J7,m707m243
GF_plate3_COL_1&2_K7,m707m254
GF_plate3_COL_1&2_L7,m707m255
GF_plate3_COL_1&2_M7,m707m266
GF_plate3_COL_1&2_N7,m707m267
GF_plate3_COL_1&2_O7,m707m278
GF_plate3_COL_1&2_P7,m707m279
GF_plate3_COL_1&2_A8,m710m194
GF_plate3_COL_1&2_B8,m710m195
GF_plate3_COL_1&2_C8,m710m206
GF_plate3_COL_1&2_D8,m710m207
GF_plate3_COL_1&2_E8,m710m218
GF_plate3_COL_1&2_F8,m710m219
GF_plate3_COL_1&2_G8,m710m230
GF_plate3_COL_1&2_H8,m710m231
GF_plate3_COL_1&2_I8,m710m242
GF_plate3_COL_1&2_J8,m710m243
GF_plate3_COL_1&2_K8,m710m254
GF_plate3_COL_1&2_L8,m710m255
GF_plate3_COL_1&2_M8,m710m266
GF_plate3_COL_1&2_N8,m710m267
GF_plate3_COL_1&2_O8,m710m278
GF_plate3_COL_1&2_P8,m710m279
GF_plate3_COL_1&2_A9,m711m194
GF_plate3_COL_1&2_B9,m711m195
GF_plate3_COL_1&2_C9,m711m206
GF_plate3_COL_1&2_D9,m711m207
GF_plate3_COL_1&2_E9,m711m218
GF_plate3_COL_1&2_F9,m711m219
GF_plate3_COL_1&2_G9,m711m230
GF_plate3_COL_1&2_H9,m711m231
GF_plate3_COL_1&2_I9,m711m242
GF_plate3_COL_1&2_J9,m711m243
GF_plate3_COL_1&2_K9,m711m254
GF_plate3_COL_1&2_L9,m711m255
GF_plate3_COL_1&2_M9,m711m266
GF_plate3_COL_1&2_N9,m711m267
GF_plate3_COL_1&2_O9,m711m278
GF_plate3_COL_1&2_P9,m711m279
GF_plate3_COL_1&2_A10,m712m194
GF_plate3_COL_1&2_B10,m712m195
GF_plate3_COL_1&2_C10,m712m206
GF_plate3_COL_1&2_D10,m712m207
GF_plate3_COL_1&2_E10,m712m218
GF_plate3_COL_1&2_F10,m712m219
GF_plate3_COL_1&2_G10,m712m230
GF_plate3_COL_1&2_H10,m712m231
GF_plate3_COL_1&2_I10,m712m242
GF_plate3_COL_1&2_J10,m712m243
GF_plate3_COL_1&2_K10,m712m254
GF_plate3_COL_1&2_L10,m712m255
GF_plate3_COL_1&2_M10,m712m266
GF_plate3_COL_1&2_N10,m712m267
GF_plate3_COL_1&2_O10,m712m278
GF_plate3_COL_1&2_P10,m712m279
GF_plate3_COL_1&2_A11,m714m194
GF_plate3_COL_1&2_B11,m714m195
GF_plate3_COL_1&2_C11,m714m206
GF_plate3_COL_1&2_D11,m714m207
GF_plate3_COL_1&2_E11,m714m218
GF_plate3_COL_1&2_F11,m714m219
GF_plate3_COL_1&2_G11,m714m230
GF_plate3_COL_1&2_H11,m714m231
GF_plate3_COL_1&2_I11,m714m242
GF_plate3_COL_1&2_J11,m714m243
GF_plate3_COL_1&2_K11,m714m254
GF_plate3_COL_1&2_L11,m714m255
GF_plate3_COL_1&2_M11,m714m266
GF_plate3_COL_1&2_N11,m714m267
GF_plate3_COL_1&2_O11,m714m278
GF_plate3_COL_1&2_P11,m714m279
GF_plate3_COL_1&2_A12,m715m194
GF_plate3_COL_1&2_B12,m715m195
GF_plate3_COL_1&2_C12,m715m206
GF_plate3_COL_1&2_D12,m715m207
GF_plate3_COL_1&2_E12,m715m218
GF_plate3_COL_1&2_F12,m715m219
GF_plate3_COL_1&2_G12,m715m230
GF_plate3_COL_1&2_H12,m715m231
GF_plate3_COL_1&2_I12,m715m242
GF_plate3_COL_1&2_J12,m715m243
GF_plate3_COL_1&2_K12,m715m254
GF_plate3_COL_1&2_L12,m715m255
GF_plate3_COL_1&2_M12,m715m266
GF_plate3_COL_1&2_N12,m715m267
GF_plate3_COL_1&2_O12,m715m278
GF_plate3_COL_1&2_P12,m715m279
GF_plate3_COL_1&2_A13,m716m194
GF_plate3_COL_1&2_B13,m716m195
GF_plate3_COL_1&2_C13,m716m206
GF_plate3_COL_1&2_D13,m716m207
GF_plate3_COL_1&2_E13,m716m218
GF_plate3_COL_1&2_F13,m716m219
GF_plate3_COL_1&2_G13,m716m230
GF_plate3_COL_1&2_H13,m716m231
GF_plate3_COL_1&2_I13,m716m242
GF_plate3_COL_1&2_J13,m716m243
GF_plate3_COL_1&2_K13,m716m254
GF_plate3_COL_1&2_L13,m716m255
GF_plate3_COL_1&2_M13,m716m266
GF_plate3_COL_1&2_N13,m716m267
GF_plate3_COL_1&2_O13,m716m278
GF_plate3_COL_1&2_P13,m716m279
GF_plate3_COL_1&2_A14,m718m194
GF_plate3_COL_1&2_B14,m718m195
GF_plate3_COL_1&2_C14,m718m206
GF_plate3_COL_1&2_D14,m718m207
GF_plate3_COL_1&2_E14,m718m218
GF_plate3_COL_1&2_F14,m718m219
GF_plate3_COL_1&2_G14,m718m230
GF_plate3_COL_1&2_H14,m718m231
GF_plate3_COL_1&2_I14,m718m242
GF_plate3_COL_1&2_J14,m718m243
GF_plate3_COL_1&2_K14,m718m254
GF_plate3_COL_1&2_L14,m718m255
GF_plate3_COL_1&2_M14,m718m266
GF_plate3_COL_1&2_N14,m718m267
GF_plate3_COL_1&2_O14,m718m278
GF_plate3_COL_1&2_P14,m718m279
GF_plate3_COL_1&2_A15,m719m194
GF_plate3_COL_1&2_B15,m719m195
GF_plate3_COL_1&2_C15,m719m206
GF_plate3_COL_1&2_D15,m719m207
GF_plate3_COL_1&2_E15,m719m218
GF_plate3_COL_1&2_F15,m719m219
GF_plate3_COL_1&2_G15,m719m230
GF_plate3_COL_1&2_H15,m719m231
GF_plate3_COL_1&2_I15,m719m242
GF_plate3_COL_1&2_J15,m719m243
GF_plate3_COL_1&2_K15,m719m254
GF_plate3_COL_1&2_L15,m719m255
GF_plate3_COL_1&2_M15,m719m266
GF_plate3_COL_1&2_N15,m719m267
GF_plate3_COL_1&2_O15,m719m278
GF_plate3_COL_1&2_P15,m719m279
GF_plate3_COL_1&2_A16,m720m194
GF_plate3_COL_1&2_B16,m720m195
GF_plate3_COL_1&2_C16,m720m206
GF_plate3_COL_1&2_D16,m720m207
GF_plate3_COL_1&2_E16,m720m218
GF_plate3_COL_1&2_F16,m720m219
GF_plate3_COL_1&2_G16,m720m230
GF_plate3_COL_1&2_H16,m720m231
GF_plate3_COL_1&2_I16,m720m242
GF_plate3_COL_1&2_J16,m720m243
GF_plate3_COL_1&2_K16,m720m254
GF_plate3_COL_1&2_L16,m720m255
GF_plate3_COL_1&2_M16,m720m266
GF_plate3_COL_1&2_N16,m720m267
GF_plate3_COL_1&2_O16,m720m278
GF_plate3_COL_1&2_P16,m720m279
GF_plate3_COL_1&2_A17,m721m194
GF_plate3_COL_1&2_B17,m721m195
GF_plate3_COL_1&2_C17,m721m206
GF_plate3_COL_1&2_D17,m721m207
GF_plate3_COL_1&2_E17,m721m218
GF_plate3_COL_1&2_F17,m721m219
GF_plate3_COL_1&2_G17,m721m230
GF_plate3_COL_1&2_H17,m721m231
GF_plate3_COL_1&2_I17,m721m242
GF_plate3_COL_1&2_J17,m721m243
GF_plate3_COL_1&2_K17,m721m254
GF_plate3_COL_1&2_L17,m721m255
GF_plate3_COL_1&2_M17,m721m266
GF_plate3_COL_1&2_N17,m721m267
GF_plate3_COL_1&2_O17,m721m278
GF_plate3_COL_1&2_P17,m721m279
GF_plate3_COL_1&2_A18,m722m194
GF_plate3_COL_1&2_B18,m722m195
GF_plate3_COL_1&2_C18,m722m206
GF_plate3_COL_1&2_D18,m722m207
GF_plate3_COL_1&2_E18,m722m218
GF_plate3_COL_1&2_F18,m722m219
GF_plate3_COL_1&2_G18,m722m230
GF_plate3_COL_1&2_H18,m722m231
GF_plate3_COL_1&2_I18,m722m242
GF_plate3_COL_1&2_J18,m722m243
GF_plate3_COL_1&2_K18,m722m254
GF_plate3_COL_1&2_L18,m722m255
GF_plate3_COL_1&2_M18,m722m266
GF_plate3_COL_1&2_N18,m722m267
GF_plate3_COL_1&2_O18,m722m278
GF_plate3_COL_1&2_P18,m722m279
GF_plate3_COL_1&2_A19,m723m194
GF_plate3_COL_1&2_B19,m723m195
GF_plate3_COL_1&2_C19,m723m206
GF_plate3_COL_1&2_D19,m723m207
GF_plate3_COL_1&2_E19,m723m218
GF_plate3_COL_1&2_F19,m723m219
GF_plate3_COL_1&2_G19,m723m230
GF_plate3_COL_1&2_H19,m723m231
GF_plate3_COL_1&2_I19,m723m242
GF_plate3_COL_1&2_J19,m723m243
GF_plate3_COL_1&2_K19,m723m254
GF_plate3_COL_1&2_L19,m723m255
GF_plate3_COL_1&2_M19,m723m266
GF_plate3_COL_1&2_N19,m723m267
GF_plate3_COL_1&2_O19,m723m278
GF_plate3_COL_1&2_P19,m723m279
GF_plate3_COL_1&2_A20,m724m194
GF_plate3_COL_1&2_B20,m724m195
GF_plate3_COL_1&2_C20,m724m206
GF_plate3_COL_1&2_D20,m724m207
GF_plate3_COL_1&2_E20,m724m218
GF_plate3_COL_1&2_F20,m724m219
GF_plate3_COL_1&2_G20,m724m230
GF_plate3_COL_1&2_H20,m724m231
GF_plate3_COL_1&2_I20,m724m242
GF_plate3_COL_1&2_J20,m724m243
GF_plate3_COL_1&2_K20,m724m254
GF_plate3_COL_1&2_L20,m724m255
GF_plate3_COL_1&2_M20,m724m266
GF_plate3_COL_1&2_N20,m724m267
GF_plate3_COL_1&2_O20,m724m278
GF_plate3_COL_1&2_P20,m724m279
GF_plate3_COL_1&2_A21,m726m194
GF_plate3_COL_1&2_B21,m726m195
GF_plate3_COL_1&2_C21,m726m206
GF_plate3_COL_1&2_D21,m726m207
GF_plate3_COL_1&2_E21,m726m218
GF_plate3_COL_1&2_F21,m726m219
GF_plate3_COL_1&2_G21,m726m230
GF_plate3_COL_1&2_H21,m726m231
GF_plate3_COL_1&2_I21,m726m242
GF_plate3_COL_1&2_J21,m726m243
GF_plate3_COL_1&2_K21,m726m254
GF_plate3_COL_1&2_L21,m726m255
GF_plate3_COL_1&2_M21,m726m266
GF_plate3_COL_1&2_N21,m726m267
GF_plate3_COL_1&2_O21,m726m278
GF_plate3_COL_1&2_P21,m726m279
GF_plate3_COL_1&2_A22,m727m194
GF_plate3_COL_1&2_B22,m727m195
GF_plate3_COL_1&2_C22,m727m206
GF_plate3_COL_1&2_D22,m727m207
GF_plate3_COL_1&2_E22,m727m218
GF_plate3_COL_1&2_F22,m727m219
GF_plate3_COL_1&2_G22,m727m230
GF_plate3_COL_1&2_H22,m727m231
